,date,hpi_type,hpi_flavor,frequency,level,place_name,place_id,yr,period,index_nsa,index_sa
332,2018-09-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2018,9,220.02,216.85
333,2018-10-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2018,10,220.26,218.26
334,2018-11-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2018,11,218.67,218.11
335,2018-12-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2018,12,217.39,219.2
336,2019-01-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2019,1,217.18,220.27
337,2019-02-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2019,2,220.71,222.24
338,2019-03-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2019,3,222.77,222.41
339,2019-04-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2019,4,226.06,223.56
340,2019-05-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2019,5,228.88,224.89
341,2019-06-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2019,6,230.98,225.32
342,2019-07-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2019,7,231.89,226.71
343,2019-08-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2019,8,231.84,227.6
344,2019-09-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2019,9,232.02,228.65
345,2019-10-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2019,10,230.92,228.62
346,2019-11-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2019,11,231.89,231.23
347,2019-12-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2019,12,230.11,232.04
348,2020-01-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2020,1,230.06,233.15
349,2020-02-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2020,2,234.28,235.66
350,2020-03-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2020,3,237.08,236.66
351,2020-04-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2020,4,239.96,237.33
352,2020-05-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2020,5,241.27,237.16
353,2020-06-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2020,6,244.61,238.71
354,2020-07-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2020,7,248.09,242.67
355,2020-08-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2020,8,250.58,246.19
356,2020-09-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2020,9,253.34,249.62
357,2020-10-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2020,10,255.73,253.08
358,2020-11-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2020,11,256.56,255.77
359,2020-12-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2020,12,257.4,259.55
360,2021-01-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2021,1,258.4,261.73
361,2021-02-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2021,2,262.62,264.04
362,2021-03-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2021,3,267.85,267.37
363,2021-04-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2021,4,274.3,271.3
364,2021-05-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2021,5,280.27,275.55
365,2021-06-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2021,6,286.48,279.62
366,2021-07-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2021,7,288.18,281.94
367,2021-08-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2021,8,288.33,283.36
368,1991-01-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1991,1,100.0,100.0
369,1991-02-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1991,2,100.95,100.58
370,1991-03-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1991,3,100.88,100.47
371,1991-04-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1991,4,100.82,100.48
372,1991-05-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1991,5,101.11,100.72
373,1991-06-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1991,6,102.03,101.52
374,1991-07-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1991,7,101.9,101.43
375,1991-08-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1991,8,101.66,100.82
376,1991-09-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1991,9,101.97,101.19
377,1991-10-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1991,10,101.95,101.64
378,1991-11-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1991,11,102.78,102.2
379,1991-12-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1991,12,103.38,103.29
380,1992-01-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1992,1,103.29,103.3
381,1992-02-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1992,2,104.47,104.11
382,1992-03-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1992,3,104.25,103.82
383,1992-04-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1992,4,103.73,103.37
384,1992-05-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1992,5,104.51,104.12
385,1992-06-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1992,6,104.73,104.16
386,1992-07-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1992,7,105.26,104.73
387,1992-08-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1992,8,106.31,105.41
388,1992-09-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1992,9,106.67,105.87
389,1992-10-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1992,10,106.95,106.59
390,1992-11-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1992,11,106.88,106.28
391,1992-12-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1992,12,106.9,106.78
392,1993-01-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1993,1,106.99,107.01
393,1993-02-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1993,2,106.94,106.62
394,1993-03-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1993,3,108.38,107.93
395,1993-04-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1993,4,108.75,108.33
396,1993-05-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1993,5,109.19,108.75
397,1993-06-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1993,6,109.59,108.9
398,1993-07-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1993,7,109.92,109.32
399,1993-08-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1993,8,110.91,109.95
400,1993-09-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1993,9,111.82,110.99
401,1993-10-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1993,10,111.33,110.9
402,1993-11-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1993,11,112.18,111.6
403,1993-12-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1993,12,112.26,112.1
404,1994-01-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1994,1,112.81,112.86
405,1994-02-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1994,2,114.06,113.79
406,1994-03-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1994,3,114.11,113.67
407,1994-04-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1994,4,115.22,114.73
408,1994-05-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1994,5,115.63,115.12
409,1994-06-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1994,6,116.24,115.43
410,1994-07-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1994,7,116.46,115.78
411,1994-08-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1994,8,117.29,116.27
412,1994-09-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1994,9,116.93,116.12
413,1994-10-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1994,10,117.57,117.14
414,1994-11-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1994,11,118.25,117.68
415,1994-12-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1994,12,117.82,117.63
416,1995-01-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1995,1,117.75,117.79
417,1995-02-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1995,2,119.16,118.95
418,1995-03-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1995,3,119.72,119.27
419,1995-04-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1995,4,119.47,118.88
420,1995-05-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1995,5,119.92,119.33
421,1995-06-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1995,6,121.73,120.76
422,1995-07-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1995,7,122.09,121.34
423,1995-08-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1995,8,122.14,121.08
424,1995-09-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1995,9,122.52,121.74
425,1995-10-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1995,10,123.27,122.84
426,1995-11-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1995,11,123.48,122.93
427,1995-12-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1995,12,123.69,123.49
428,1996-01-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1996,1,123.82,123.85
429,1996-02-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1996,2,123.7,123.52
430,1996-03-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1996,3,124.51,124.06
431,1996-04-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1996,4,125.41,124.77
432,1996-05-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1996,5,126.29,125.61
433,1996-06-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1996,6,126.71,125.63
434,1996-07-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1996,7,127.71,126.89
435,1996-08-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1996,8,127.74,126.69
436,1996-09-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1996,9,127.73,127.01
437,1996-10-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1996,10,128.21,127.84
438,1996-11-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1996,11,128.11,127.56
439,1996-12-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1996,12,128.38,128.17
440,1997-01-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1997,1,128.45,128.4
441,1997-02-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1997,2,129.78,129.61
442,1997-03-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1997,3,129.83,129.4
443,1997-04-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1997,4,130.5,129.84
444,1997-05-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1997,5,130.31,129.55
445,1997-06-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1997,6,131.24,130.07
446,1997-07-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1997,7,131.57,130.7
447,1997-08-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1997,8,131.86,130.86
448,1997-09-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1997,9,131.37,130.64
449,1997-10-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1997,10,131.27,130.92
450,1997-11-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1997,11,132.05,131.49
451,1997-12-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1997,12,132.26,132.03
452,1998-01-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1998,1,132.86,132.7
453,1998-02-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1998,2,132.92,132.72
454,1998-03-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1998,3,134.05,133.65
455,1998-04-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1998,4,134.67,134.0
456,1998-05-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1998,5,135.57,134.74
457,1998-06-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1998,6,136.56,135.34
458,1998-07-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1998,7,136.27,135.34
459,1998-08-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1998,8,136.43,135.47
460,1998-09-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1998,9,137.54,136.74
461,1998-10-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1998,10,137.32,136.92
462,1998-11-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1998,11,138.44,137.87
463,1998-12-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1998,12,138.38,138.15
464,1999-01-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1999,1,138.91,138.59
465,1999-02-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1999,2,139.52,139.34
466,1999-03-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1999,3,140.39,140.04
467,1999-04-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1999,4,140.7,140.04
468,1999-05-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1999,5,141.5,140.66
469,1999-06-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1999,6,142.05,140.78
470,1999-07-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1999,7,142.32,141.35
471,1999-08-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1999,8,142.65,141.7
472,1999-09-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1999,9,143.22,142.32
473,1999-10-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1999,10,142.7,142.17
474,1999-11-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1999,11,143.64,143.08
475,1999-12-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1999,12,143.86,143.66
476,2000-01-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2000,1,144.52,144.09
477,2000-02-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2000,2,144.5,144.35
478,2000-03-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2000,3,144.8,144.49
479,2000-04-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2000,4,146.16,145.56
480,2000-05-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2000,5,146.31,145.48
481,2000-06-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2000,6,147.2,145.86
482,2000-07-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2000,7,147.62,146.57
483,2000-08-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2000,8,147.14,146.11
484,2000-09-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2000,9,147.18,146.2
485,2000-10-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2000,10,147.37,146.65
486,2000-11-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2000,11,147.81,147.28
487,2000-12-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2000,12,146.86,146.68
488,2001-01-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2001,1,148.21,147.7
489,2001-02-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2001,2,148.4,148.32
490,2001-03-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2001,3,148.73,148.48
491,2001-04-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2001,4,149.34,148.8
492,2001-05-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2001,5,150.52,149.72
493,2001-06-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2001,6,150.98,149.53
494,2001-07-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2001,7,150.97,149.8
495,2001-08-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2001,8,151.37,150.2
496,2001-09-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2001,9,151.7,150.66
497,2001-10-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2001,10,152.79,151.86
498,2001-11-01,traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2001,11,152.18,151.68
